,upholsteri,cowhid,polish,leather,wax,waxi,honey,mead,beeswax,feinti,feint,tea,tobacco,ash,buttermilk,chees,yeast,shoe,sweat,potato,scone,swede,corn,caff,hop,mousey,pot,ale,pork,sausag,meat,yeast,gravi,garlloch,bran,cattl,marmit,cake,malt,porridg,draff,weetabix,maiz,mash,medicin,creosot,iodin,carbol,hospit,lint,tar,seawe,oil,diesel,moss,birch,bog,damp,myrtl,earth,earthi,turf,hemp,rope,fish,peati,peat,shell,shellfish,salmon,oyster,anchovi,smoke,smokyburnt,bonfir,fire,lapsang,mown,hay,barn,herbal,sage,mulch,perfum,soften,carnat,coconut,lavend,floral,leaf,leav,green,lawn,grass,clip,fir,pine,geranium,florist,parmaviolet,wood,resin,sandalwood,ginger,pepper,allspic,nutmeg,spice,spici,musti,bung,cellar,pencil,cork,ink,metal,camphor,vanilla,custard,caramel,meringu,nougat,cake,spong,toffe,toast,brule,burnt,coffe,fennel,anise,licoric,liquoric,eras,tire,bakelit,cabl,carbid,cordit,match,matchbox,firework,coal,sulphur,laundri,starch,linen,sand,beach,brackish,cabbag,turnip,stagnant,marsh,nut,walnut,hazelnut,hazel,almond,pralin,marzipan,wine,winey,sherri,chardonnay,sautern,port,fino,oloroso,madeira,oil,suntan,cream,creami,butter,milk,cocoa,chocol,appl,pear,peach,apricot,varnish,paint,gum,orang,tangerin,zest,kiwi,nectarin,lemon,lime,citrus,citric,raisin,fig,apricot,prune,peel,minc,candi,sugar,jam,marmalad,fruit,fruiti,name,numReviews,region,avg.price,avg.rating,stddev.rating,stddev.price
137,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,2.0,Glen Grant 52 year old 1958 Gordon MacPhail,5.0,Speyside,600.0,91.2,2.4,0.0
138,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,Glen Mhor 29 (1982) Signatory Cask Strength,5.0,Speyside,430.0,88.6,3.61109401705,0.0
139,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,6.0,1.0,3.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,13.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,92.0,0.0,2.0,6.0,0.0,4.0,3.0,2.0,0.0,9.0,7.0,3.0,0.0,2.0,11.0,14.0,3.0,3.0,4.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,2.0,0.0,11.0,0.0,20.0,3.0,4.0,3.0,4.0,0.0,4.0,9.0,0.0,1.0,37.0,10.0,GlenDronach 12 Original,28.0,Speyside,53.1111111111,83.25,5.533179143,10.9081462367
140,0.0,0.0,1.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,8.0,12.0,4.0,13.0,38.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,1.0,28.0,0.0,0.0,20.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,0.0,4.0,0.0,1.0,11.0,2.0,131.0,0.0,0.0,8.0,0.0,18.0,0.0,2.0,0.0,8.0,8.0,5.0,3.0,6.0,49.0,14.0,2.0,1.0,8.0,0.0,0.0,0.0,31.0,0.0,4.0,1.0,2.0,4.0,1.0,9.0,0.0,41.0,11.0,8.0,5.0,7.0,0.0,7.0,20.0,7.0,4.0,49.0,12.0,GlenDronach 15 Revival,37.0,Speyside,84.4285714286,88.1891891892,4.29857196802,10.2426346526
141,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,6.0,3.0,10.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,38.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,8.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,17.0,7.0,4.0,1.0,2.0,0.0,3.0,6.0,2.0,1.0,19.0,4.0,GlenDronach 18 Allardice,8.0,Speyside,130.0,85.875,4.91012983535,0.0
142,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0,4.0,6.0,11.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,13.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,6.0,0.0,80.0,0.0,0.0,8.0,0.0,22.0,0.0,2.0,0.0,2.0,5.0,2.0,0.0,3.0,15.0,7.0,1.0,1.0,8.0,1.0,0.0,0.0,13.0,0.0,2.0,1.0,2.0,6.0,2.0,9.0,0.0,22.0,9.0,8.0,6.0,6.0,1.0,4.0,10.0,3.0,1.0,32.0,7.0,GlenDronach 21 Parliament,14.0,Speyside,176.5,87.4615384615,6.60553828955,16.5
143,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,2.0,1.0,4.0,20.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,0.0,64.0,0.0,1.0,3.0,0.0,8.0,0.0,2.0,0.0,2.0,5.0,0.0,3.0,2.0,17.0,7.0,1.0,2.0,18.0,1.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,2.0,1.0,9.0,0.0,16.0,0.0,18.0,2.0,7.0,0.0,3.0,1.0,0.0,0.0,24.0,9.0,GlenDronach Cask Strength,15.0,Speyside,86.2,91.6,2.60256283946,12.4
144,0.0,0.0,0.0,4.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,11.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,6.0,2.0,3.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,4.0,2.0,2.0,64.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,7.0,6.0,1.0,1.0,1.0,4.0,11.0,4.0,0.0,10.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,9.0,3.0,10.0,0.0,1.0,1.0,0.0,2.0,0.0,7.0,20.0,7.0,Glenfarclas 10,14.0,Speyside,43.8,80.1428571429,7.14999643214,7.78203058334
145,0.0,0.0,2.0,13.0,0.0,1.0,20.0,1.0,0.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,37.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,20.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,7.0,24.0,2.0,7.0,42.0,39.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,36.0,1.0,25.0,0.0,0.0,10.0,0.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,7.0,1.0,5.0,2.0,8.0,20.0,10.0,179.0,0.0,1.0,4.0,0.0,9.0,0.0,8.0,0.0,5.0,7.0,3.0,5.0,3.0,35.0,29.0,11.0,3.0,34.0,0.0,0.0,0.0,45.0,2.0,3.0,0.0,0.0,12.0,0.0,17.0,1.0,23.0,8.0,34.0,1.0,10.0,2.0,9.0,25.0,1.0,5.0,68.0,17.0,Glenfarclas 105 Cask Strength,40.0,Speyside,83.0476190476,89.2777777778,4.5191635848,13.5873757601
146,0.0,0.0,0.0,4.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,33.0,0.0,6.0,13.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,27.0,0.0,0.0,14.0,18.0,2.0,9.0,46.0,27.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,32.0,1.0,9.0,0.0,1.0,32.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,2.0,1.0,6.0,17.0,2.0,124.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,0.0,12.0,14.0,5.0,1.0,3.0,19.0,29.0,8.0,0.0,14.0,0.0,1.0,1.0,11.0,1.0,1.0,0.0,0.0,5.0,1.0,17.0,0.0,24.0,4.0,14.0,0.0,2.0,1.0,2.0,12.0,5.0,2.0,57.0,28.0,Glenfarclas 12,45.0,Speyside,50.9655172414,84.5777777778,6.42733360609,9.91509736548
147,0.0,0.0,1.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,12.0,0.0,4.0,23.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,9.0,1.0,17.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,3.0,0.0,5.0,8.0,0.0,82.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,3.0,9.0,3.0,2.0,4.0,12.0,15.0,5.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,6.0,0.0,4.0,1.0,14.0,3.0,6.0,0.0,1.0,1.0,6.0,5.0,1.0,0.0,30.0,12.0,Glenfarclas 15,20.0,Speyside,91.8888888889,85.5789473684,3.45369046664,22.0325236586
148,0.0,0.0,1.0,2.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,9.0,4.0,4.0,12.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,3.0,76.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,5.0,1.0,4.0,2.0,2.0,10.0,9.0,2.0,1.0,20.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,8.0,4.0,20.0,0.0,1.0,0.0,0.0,8.0,4.0,2.0,31.0,8.0,Glenfarclas 17,18.0,Speyside,83.6666666667,87.2222222222,5.67211067471,16.213848676
149,0.0,0.0,1.0,5.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,3.0,8.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,14.0,0.0,2.0,21.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,9.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,2.0,1.0,5.0,6.0,1.0,86.0,0.0,0.0,3.0,1.0,3.0,0.0,4.0,0.0,7.0,5.0,1.0,3.0,3.0,12.0,10.0,5.0,1.0,14.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,5.0,3.0,7.0,2.0,12.0,9.0,14.0,0.0,0.0,1.0,2.0,7.0,0.0,2.0,16.0,7.0,Glenfarclas 21,18.0,Speyside,137.75,86.7777777778,3.73505251422,26.6493433315
150,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,3.0,0.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,4.0,2.0,2.0,3.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,1.0,2.0,1.0,7.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,17.0,6.0,Glenfarclas 25,15.0,Speyside,144.285714286,88.8,5.83323809446,18.598880809
151,0.0,0.0,0.0,2.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,3.0,0.0,1.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,1.0,8.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,4.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,7.0,1.0,Glenfarclas 31 Port Cask,6.0,Speyside,520.0,88.8333333333,3.23608130649,0.0
